Region,Country,Measure Code,Measure,Currency Code,Amount (Local),Amount USD,Source,Post Date,Details
Southeast Asia,Myanmar,03B,03B - Forbearance,MMK,,,,7/27/2020,
Southeast Asia,Myanmar,4,04 - Equity support,MMK,,,,7/27/2020,
Southeast Asia,Myanmar,5,05 - Government support to income/revenue,MMK,38300000000,27318117,,7/27/2020,
Southeast Asia,Myanmar,05A,05A - Health,MMK,300000000,213980,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 24 July 2020); KPMG. https://home.kpmg/xx/en/home/insights/2020/04/myanmar-government-and-institution-measures-in-response-to-covid.html (accessed on 28 May 2020).,7/27/2020,"(i) April, The allotment of MMK300 million (USD0.2 million) to the Ministry of Health and Sports for additional health-related expenditures; (ii) No amount/estimate: April, Waiver of the “specific goods tax,” customs duties, and commercial tax on “critical” medical supplies and products related to the prevention, control, and treatment of COVID-19."
Southeast Asia,Myanmar,05B,05B - Non-health,MMK,38000000000,27104137,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 24 July 2020).,7/27/2020,"No amount/estimate: (i) April, Income and commercial tax payments due in the second and third quarters of the fiscal year have been made extendable to the end of the fiscal year, and an exemption for the 2% advance income tax on exports to the end of the fiscal year has been announced; (ii) Households without a regular income will be provided for with food during the upcoming long holidays; and electric bills, for up to 150 units, are exempt for most until the end of April; (iii) The Ministry of Hotels and Tourism announced that fee for renewal license of hotels and tourism businesses will be exempted for one year up to the end of March 2021; (iv) Starting April 20, the customs department has reduced duties for businesses operating with the Myanmar Automated Cargo Clearance System; (v) April, The Ministry of Labour, Immigration and Population will provide 40% of the social security fees for about 1.3 million insured workers from factories and workshops that are temporarily suspended for health inspections; (vi) April, The National Food Reserve has been allocated MMK38 billion."
Southeast Asia,Myanmar,6,06 - Budget reallocation,MMK,,,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 24 July 2020).,7/27/2020,"No amount/estimate: May, Up to 10% of FY 2019/20 initial budget expenditure (excluding those implemented by foreign loans and grants) of each ministry will be re-allocated to fight against COVID-19."
Southeast Asia,Myanmar,7,07 - Central bank financing government,MMK,,,,7/27/2020,
Southeast Asia,Myanmar,07A,07A - Direct lending & reserve drawdown,MMK,,,,7/27/2020,
Southeast Asia,Myanmar,07B,07B - Secondary purchase: government securities,MMK,,,,7/27/2020,
Southeast Asia,Myanmar,8,08 - International Assistance Received,MMK,1.25384E+12,894320000,,7/27/2020,
Southeast Asia,Myanmar,08A,08A - Swaps,MMK,,,,7/27/2020,
Southeast Asia,Myanmar,08B,08B - International loans/grants,MMK,1.25384E+12,894320000,,7/27/2020,
Southeast Asia,Myanmar,08B1,08B1 - Asian Development Bank,MMK,13066640000,9320000,ADB,7/27/2020,"(i) January 29 and February 17, Greater Mekong Subregion Health Security Project (USD6.60 million) [update]; (ii) February 7, Strengthening Regional Health Cooperation in the Greater Mekong Subregion-Additional Financing (USD0.33 million); (iii) April 24, Policy Advice for COVID-19 Economic Recovery in Southeast Asia (USD0.5 million); (iv) April, Country Support under TA 9950-REG: Regional Support to Address the Outbreak of COVID-19 and Potential Outbreaks of Other Communicable Diseases (USD1.89 million)."
Southeast Asia,Myanmar,08B2,08B2 - Other,MMK,1.24077E+12,885000000,World Bank. https://www.worldbank.org/en/news/press-release/2020/04/20/myanmar-50-million-in-fast-track-financing-for-national-covid-19-coronavirus-emergency-response (accessed on 6 May 2020); World Bank. https://www.worldbank.org/en/news/press-release/2020/05/29/myanmar-power-system-efficiency-project-brings-country-closer-to-universal-electricity-access (accessed 10 June 2020); IMF. https://www.imf.org/en/News/Articles/2020/06/26/pr20247-myanmar-imf-executive-board-approves-a-us-356-5m-disbursement-address-covid19 (accessed 29 June 2020); US Embassy in Burma. https://mm.usembassy.gov/factsheet-u-s-government-health-and-humanitarian-assistance-to-myanmar-for-covid-19-response/ (accessed 24 July 2020).,7/27/2020,"(i) May, The World Bank has approved a USD50 million credit for the Myanmar COVID-19 Emergency Response Project, as part of global emergency support operations through a dedicated fast-track COVID-19 facility (loan); (ii) May 29, The World Bank approved a (a) USD350 million credit from the International Development Association (IDA) to increase the output and efficiency of power generation and improve the resilience of Myanmar’s electricity system to climate change and disasters; and (b) USD110 million in additional financing for the Essential Health Services Access Project, implemented nationwide since 2015; (iii) June 26, The IMF has approved USD356.5 million emergency assistance for Myanmar under the Rapid Credit Facility and the Rapid Financing Instrument to support the government’s COVID-19 Economic Relief Plan that aims at minimizing the pandemic’s impact by stimulating the economy and boosting expenditures especially on health and social safety nets; (iv) July 21, The US Government is providing more than USD18.5 million to support Myanmar’s response to the COVID-19 pandemic, i.e. (a) approximately USD10.3 million for health and (b) USD8.2 million in disaster and humanitarian assistance, including to support vulnerable people and host communities during the pandemic [update]."
Southeast Asia,Myanmar,9,09 - International Assistance Provided,MMK,,,,7/27/2020,
Southeast Asia,Myanmar,09A,09A - Swaps,MMK,,,,7/27/2020,
Southeast Asia,Myanmar,09B,09B - International loans/grants,MMK,,,,7/27/2020,
Southeast Asia,Myanmar,10,10 - No breakdown,MMK,,,,7/27/2020,
Southeast Asia,Myanmar,11,11 - Other Economic Measures,MMK,,,,7/27/2020,
Southeast Asia,Myanmar,12,12 - Non-Economic Measures,MMK,,,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accesed 24 July 2020); Ministry of Hotels and Tourism. https://tourism.gov.mm/covid-19/ (accessed 13 July 2020).,7/27/2020,"(i) In response, the government has announced measures to limit the spread of the virus including travel restrictions (including quarantine requirements, suspension of visa issuances and international flights), closure of several land borders, and banning mass public gatherings are in place; (ii) Yangon and Mandalay will be under lockdown during the long holidays (April 10–19); (iii) Government employees have been instructed not to travel home and will be compensated for this period; (iv) A National Central Committee on Prevention, Control and Treatment of 2019 Novel Coronavirus has been established to coordinate the authorities’ response. A second committee, the Control and Emergency Response Committee on COVID-19, was setup on March 30 to help with stricter administrative measures to control the spread of the virus, including quarantine migrant workers coming from neighboring countries; (v) July 7, Myanmar government announced that it is opening for domestic travel, but incoming international travelers will not be allowed until the end of July; (vi) Restrictions on visa issuances and international passenger flights have been extended to July 31 [update]."
Pacific,Nauru,1,01 - Liquidity Support,AUD,,,,7/27/2020,
Pacific,Nauru,01A,01A - Short-term lending,AUD,,,,7/27/2020,
Pacific,Nauru,01B,01B - Support policies for short-term lending,AUD,,,,7/27/2020,
Pacific,Nauru,01C,01C - Forex operations,AUD,,,,7/27/2020,
Pacific,Nauru,2,02 - Credit creation,AUD,,,,7/27/2020,
Pacific,Nauru,02A,02A - Financial sector lending/funding,AUD,,,,7/27/2020,
Pacific,Nauru,02B,02B - Support policies for long-term lending,AUD,,,,7/27/2020,
Pacific,Nauru,02C,02C - Loan guarantees,AUD,,,,7/27/2020,
Pacific,Nauru,3,03 - Direct long-term lending,AUD,,,,7/27/2020,
Pacific,Nauru,03A,03A - Long-term lending,AUD,,,,7/27/2020,
Pacific,Nauru,03B,03B - Forbearance,AUD,,,,7/27/2020,
Pacific,Nauru,4,04 - Equity support,AUD,,,,7/27/2020,
Pacific,Nauru,5,05 - Government support to income/revenue,AUD,9100000,6072931,,7/27/2020,
Pacific,Nauru,05A,05A - Health,AUD,3500000,2335743,International Monetary Fund (IMF). https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 22 July 2020).,7/27/2020,April: (i) Fiscal measures have not been deployed yet. Initial estimates from the health department suggests an estimated AUD5 million for health expenditures and isolation costs per 500 individuals (approximately 4% of the population); (ii) Initial estimates for health expenditures and isolation costs per 500 individuals have been revised to AUD3.5 million.
Pacific,Nauru,05B,05B - Non-health,AUD,5600000,3737188,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 22 July 2020).,7/27/2020,"May: (i) Containment efforts have been sizable and expenditures on keeping the national airline and other state-owned enterprises (SOEs) afloat have been significant at about 5.5% of 2019 GDP. The immigration department estimates AUD5.1 million liquidity injections to Nauru Airlines, and an estimated AUD0.5 million in budget support to SOEs in managing inventory from limited freight and cargo services; (ii) The government has also used its cash buffers for the repatriation of Nauruans abroad."
Pacific,Nauru,6,06 - Budget reallocation,AUD,,,,7/27/2020,
Pacific,Nauru,7,07 - Central bank financing government,AUD,,,,7/27/2020,
Pacific,Nauru,07A,07A - Direct lending & reserve drawdown,AUD,,,,7/27/2020,
Pacific,Nauru,07B,07B - Secondary purchase: government securities,AUD,,,,7/27/2020,
Pacific,Nauru,8,08 - International Assistance Received,AUD,1198762,800000,,7/27/2020,
Pacific,Nauru,08A,08A - Swaps,AUD,,,,7/27/2020,
Pacific,Nauru,08B,08B - International loans/grants,AUD,1198762,800000,,7/27/2020,
Pacific,Nauru,08B1,08B1 - Asian Development Bank,AUD,1198762,800000,ADB. 18th Updates of Working Groups on COVID-19 as of 17 July 2020.,7/27/2020,"(i) March 31, USD0.32 million - REG: COVID-19 Emergency Response under the Asia Pacific Disaster Response Fund; (ii) April, USD0.19 million - TA 9950-REG: Regional Support to Address the Outbreak of COVID-19 and Potential Outbreaks of Other Communicable Diseases [update]; (iii) April 15, USD0.02 million TASF - REG: Strengthening Social Protection in the Pacific; (iv) April 24, USD0.13 million TASF - REG: Developing the Pacific Health Sector (Additional Financing); (v) May 21, USD0.225 million cofinanced amount from the High-Level Technology Fund for Digital Twin Capabilities in Project Management; (vi) June 5, USD0.14 million TASF - REG: Pacific Economic Management, Phase 3 (Additional Financing)."
Pacific,Nauru,08B2,08B2 - Other,AUD,,,ABC News. https://www.abc.net.au/news/2020-05-20/australia-financial-support-pacific-governments-cyclone-pandemic/12262328 (accessed 28 May 2020); Department of Foreign Affairs and Trade. https://www.foreignminister.gov.au/minister/marise-payne/media-release/partnering-our-neighbours-respond-covid-19 (accessed 28 May 2020); Loop. http://www.loopnauru.com/nauru-news/australia-provide-aud-45-million-support-nauru%E2%80%99s-covid-19-response-and-economic-recovery (accessed 26 June 2020).,7/27/2020,"May 20, Australia will provide USD100 million financial support to 10 Pacific countries and AUD4.5 million has been allocated for Nauru."
Pacific,Nauru,9,09 - International Assistance Provided,AUD,,,,7/27/2020,
Pacific,Nauru,09A,09A - Swaps,AUD,,,,7/27/2020,
Pacific,Nauru,09B,09B - International loans/grants,AUD,,,,7/27/2020,
Pacific,Nauru,10,10 - No breakdown,AUD,,,,7/27/2020,
Pacific,Nauru,11,11 - Other Economic Measures,AUD,,,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 22 July 2020).,7/27/2020,"April, The authorities have reprioritized expenditures and drawn down on cash buffers and general reserves to support the fiscal measures, including necessary medical expenditures."
Pacific,Nauru,12,12 - Non-Economic Measures,AUD,,,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 22 July 2020).,7/27/2020,"April: (i) The government has imposed a number of containment measures including a near-total ban on entry by air into Nauru effective March 16; (ii) Social distancing measures have been encouraged including limiting or cancelling public gatherings and recommending working arrangements from home where possible; (iii) Screening and quarantine measures have also been in effect since March 16 and apply to all passengers on arrival, including a mandatory 14-day stay in approved transition accommodation and further measures for symptomatic cases; (iv) Cargo flights are operating at normal frequency at this time, but subject to strict handling on arrival, including on contact with crew; (v) The Government of Nauru extended the emergency measures to be in force until they announce an easing [date unspecified]; (vi) As of July 2, 2020, the authorities have implemented a testing regime for COVID-19 and reduced the mandated time in quarantine, alleviating some of the budgetary implications of containment [update]."
South Asia,Nepal,1,01 - Liquidity Support,NPR,,,,7/27/2020,
South Asia,Nepal,01A,01A - Short-term lending,NPR,,,NRB. https://archive.nrb.org.np/bfr/circular/2076-77/2076_77_(Notice)--18-Covid-19_Related-new.pdf; International Monetary Fund (IMF). https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 22 July 2020).,7/27/2020,"No amount/estimate: (i) March 29, Nepal Rastra Bank (NRB) instructed banks to provide short-term loan of up to a certain limit to tourism and transport businesses within 5 days of their loan application; (ii) April 28, Businesses in affected sectors, if they can show the need, can qualify for additional working capital loans of up to 10% of the approved amount of their existing working capital loans, to be repaid within a year at most."
South Asia,Nepal,01B,01B - Support policies for short-term lending,NPR,,,NRB. https://www.nrb.org.np/cmfm_rates/policy_rates (accessed 25 June 2020).,7/27/2020,"No amount/estimate: March 29, NRB lowered its cash reserve ratio from 4% to 3%."
South Asia,Nepal,01C,01C - Forex operations,NPR,,,NRB. https://www.nrb.org.np/contents/uploads/2020/04/Circular10-2076-77_20200401_0001.pdf (accessed 6 July 2020).,7/27/2020,No amount/estimate: April 1: (i) Import of gold limited to 10 kilograms per day to mitigate the pressure on foreign exchange reserves; (ii) Foreign exchange facility shall not be provided for the import of alcohol and vehicles worth over USD50 thousand; (iii) Foreign exchange facility via draft/TT for the import of COVID-related medical supplies and equipment increased from USD30 thousand to USD100 thousand.
South Asia,Nepal,2,02 - Credit creation,NPR,2E+11,1754693806,,7/27/2020,
South Asia,Nepal,02A,02A - Financial sector lending/funding,NPR,2E+11,1754693806,NRB. https://archive.nrb.org.np/bfr/circular/2076-77/2076_77_(Notice)--18-Covid-19_Related-new.pdf (accessed 6 July 2020); NRB. https://www.nrb.org.np/contents/uploads/2020/07/Monetary_Policy_in_Nepali-2077-78_Full_Text-new-1.pdf (accessed 17 July 2020).,7/27/2020,"March 29: (i) NRB announced a refinancing fund of NPR60 billion to provide subsidized credit for banks willing to lend at a concessional rate to priority sectors including small and mid-size enterprises affected by the pandemic. Banks were instructed to approve loans within 5 days pertaining to import and distribution of medical supplies and equipment, food, and other essential items to combat COVID-19 pandemic; On July 17, NRB released the Monetary Policy for this fiscal year 2021 (ending 15 July 2021). The bank has increased the refinancing fund to NPR200 billion (USD1.7 billion) [update]; (ii) No amount/estimate: Banks were asked to provide subsidized credit to migrant workers to initiate their own enterprises, who could not depart for foreign employment due to this pandemic, within 7 days of their loan application; (iii) No amount/estimate: May 28, The budget speech for fiscal 2020/21 includes a provision for commercial banks to lend subsidized credit to at least 10 individuals per branch and development banks to at least 5 individuals per branch [update]."
South Asia,Nepal,02B,02B - Support policies for long-term lending,NPR,,,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 22 July 2020); NRB. https://www.nrb.org.np/cmfm_rates/policy_rates (accessed 25 June 2020); NRB.https://archive.nrb.org.np/bfr/circular/2076-77/2076_77_(Notice)--18-Covid-19_Related-new.pdf (accessed 6 July 2020); NRB. https://www.nrb.org.np/contents/uploads/2020/07/Monetary_Policy_in_Nepali-2077-78_Full_Text-new-1.pdf (accessed 17 July 2020).,7/27/2020,"No amount/estimate: March 29: (i) The NRB is no longer requiring banks to build up the 2% countercyclical capital buffer as provisioned under Capital Adequacy Framework 2015 that was due in July 2020; (ii) The NRB temporarily relaxed reporting norms and announced that bank and financial institutions will not be charged or penalized for their non-compliance with regulatory and supervisory requirements in April; (iii) NRB reduced interest rate on the standing liquidity facility from 6% to 5%; (iv) April 29, The NRB directed banks to apply lower interest rates (up to 2 percentage points) when calculating the interest due for the period of mid-April to mid-July, applicable to borrowers from affected sectors; (v) The policy rate or repo rate was cut by 100 basis points to 3.5%; (vi) July 17, The repo or policy rate was further cut by 50 basis points to 3% [update]."
South Asia,Nepal,02C,02C - Loan guarantees,NPR,,,,7/27/2020,
South Asia,Nepal,3,03 - Direct long-term lending,NPR,,,,7/27/2020,
South Asia,Nepal,03A,03A - Long-term lending,NPR,,,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 22 July 2020).,7/27/2020,"No amount/estimate: May 28, The budget speech for fiscal year 2020/21 includes additional measures in the area of business support (a lending program for cottage, small and medium-sized enterprises and those in the tourism sector)."
South Asia,Nepal,03B,03B - Forbearance,NPR,,,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 22 July 2020); NRB. https://archive.nrb.org.np/bfr/circular/2076-77/2076_77_(Notice)--18-Covid-19_Related-new.pdf (accessed 6 July 2020).,7/27/2020,"No amount/estimate: (i) April 29, The NRB announced that banks will defer loan repayments due in April and May until mid-July. For working capital loans, banks will extend the repayment schedule of the amount due during the lockdown up to 60 days; (ii) Banks were instructed to provide a 10% discount on interest payments if paid timely, i.e. by mid-April."
South Asia,Nepal,4,04 - Equity support,NPR,,,,7/27/2020,
South Asia,Nepal,5,05 - Government support to income/revenue,NPR,,,,7/27/2020,
South Asia,Nepal,05A,05A - Health,NPR,,,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 22 July 2020); Ministry of Finance. https://mof.gov.np/en/archive-documents/budget-speech-17.html?lang= (accessed 6 July 2020).,7/27/2020,"No amount/estimate: (i) March 30, Health spending will be increased, including by providing additional insurance coverage to all medical personnel fighting the coronavirus, importing additional medical supplies (with duty on said items eliminated), and setting up quarantine centers and temporary hospitals; (ii) May 28, In the budget speech for fiscal year 2020/21, Finance Minister Khatiwada announced additional measures in the area of healthcare (the establishment of additional hospital facilities). The specific measures announced include (a) Testing facilities to be expanded in high risk zones; and additional quarantines with testing facilities to be established to allay public concern; (b) Healthcare and lab technicians will be eligible for encouragement allowance; and will be provided with personnel protective equipment; (c) Provision of free health insurance plan of up to NPR500,000 for all healthcare professionals combatting contagious diseases including novel coronavirus; (d) A 50% discount on annual fee applicable on a group corona insurance policy worth NPR100,000; (e) A 300-bed tropical disease hospital to be established in Kathmandu Valley in FY2021; (f) 250 ICU beds to be added in all government hospitals across Kathmandu valley and provincial capitals; (g) A 50-bed tropical disease hospital to be operationalized in all provincial capitals; (h) Capacity of National Public Health Laboratory to be enhanced to comply with international standards; modern health laboratories to be established in all provincial capitals; health desks equipped with requisite medical equipment to be established in all major international entry points; (i) Basic hospitals with 5-15 beds to be established in all local levels; 272 such hospitals to be established by FY2021."
South Asia,Nepal,05B,05B - Non-health,NPR,,,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 9 July 2020); Ministry of Finance. https://mof.gov.np/en/archive-documents/budget-speech-17.html?lang= (accessed 6 July 2020).,7/27/2020,"No amount/estimate: (i) March 30, Social assistance will be strengthened by providing those most vulnerable with daily food rations, subsidizing utility bills for low-usage customers, extending tax-filing deadlines, and taking measures to partially compensate those in the formal sector for lost wages in the event of job loss; (ii) April 26, Informal sector workers who have lost their jobs due to the ongoing crisis will be given the opportunity to participate in public-works projects for a subsistence wage or receive food worth 25% of local daily wage should they choose not to participate; (iii) May 28, The budget speech for fiscal year 2020/21 includes additional measures in the area of job creation (labor intensive in the construction sector, and training for work in manufacturing and service sectors). Some specfic measures include (a) Daily wagers in the informal sector who choose not to be included in either food-for-work or cash-for-work modalities will still be entitled to food worth one-fourth of minimum wage receivable; (b) Electricity bills will be completely waived for households consuming up to 10 units per month; a 25% discount on electricity bills for households consuming up to 150 units of electricity per month; and a 15% discount on electricity bills for households consuming up to 250 units per month; (c) Electricity demand charge during the nationwide lockdown to be waived for industries affected by COVID-19 pandemic; industries will be entitled to a 50% discount on electricity bills during low demand; (d) Government to deposit employer and employees’ social security contribution to SSF during the period of nationwide lockdown; (e) Prime Minister Employment Program will be further expanded across all three tiers of governments. Under this program, an additional 200,000 jobs will be generated; (f) Skill enhancement training programs to be launched at federal and provincial levels so that Nepali workers can fill in employment opportunities created with the departure of foreign migrant workers due to COVID-19 pandemic. It is expected that this initiative will generate an additional 50,000 jobs; (g) An additional 40,000 jobs will be generated through Small Farmers’ Credit Program operated via Small Farmers’ Development Micro Finance Institutions."
South Asia,Nepal,6,06 - Budget reallocation,NPR,,,,7/27/2020,
South Asia,Nepal,7,07 - Central bank financing government,NPR,,,,7/27/2020,
South Asia,Nepal,07A,07A - Direct lending & reserve drawdown,NPR,,,,7/27/2020,
South Asia,Nepal,07B,07B - Secondary purchase: government securities,NPR,,,,7/27/2020,
South Asia,Nepal,8,08 - International Assistance Received,NPR,1.32468E+11,1162202209,,7/27/2020,
South Asia,Nepal,08A,08A - Swaps,NPR,,,,7/27/2020,
South Asia,Nepal,08B,08B - International loans/grants,NPR,1.32468E+11,1162202209,,7/27/2020,
South Asia,Nepal,08B1,08B1 - Asian Development Bank,NPR,29291720200,256990000,ADB. 18th Updates of Working Groups on COVID-19 as of 17 July 2020.,7/27/2020,"(i) April, USD2.19 million - TA 9950-REG: Regional Support to Address the Outbreak of COVID-19 and Potential Outbreaks of Other Communicable Diseases; (ii) April 7, USD0.06 milllion TASF - Regional Project Development Support for the South Asia Subregional Economic Cooperation Operational Plan, 2016–2025; (iii) As of June 19, USD0.59 million (Regular OCR) and USD0.02 million (Cofinanced) - Trade Finance Program (Guarantee); (iv) May 20, USD0.35 million TASF - Regional Support to Address Outbreak of Coronavirus Disease 2019 and Strengthen Health Systems Preparedness for Communicable Diseases in South Asia [update]; (v) May 26, USD250 million (COL) COVID-19 Active Response and Expenditure Support Program; (vi) June 11, USD0.80 million TASF - Portfolio Management and Capacity Development for Enhanced Portfolio Performance (Additional Financing); (vii) June 29, USD3 million COVID-19 Emergency Response under the Asia Pacific Disaster Response Fund."
South Asia,Nepal,08B2,08B2 - Other,NPR,1.03176E+11,905212209,IMF. https://www.imf.org/en/Topics/imf-and-covid19/COVID-Lending-Tracker (accessed 22 July 2020); IMF. https://www.imf.org/en/News/Articles/2020/05/07/pr20209-nepal-imf-executive-board-approves-us-million-disbursement-address-covid-19-pandemic (accessed 7 May 2020); World Bank. https://www.worldbank.org/en/news/press-release/2020/04/03/world-bank-fast-tracks-29-million-for-nepal-covid-19-coronavirus-response (accessed 1 May 2020); World Bank. https://www.worldbank.org/en/news/press-release/2020/05/31/world-bank-approves-100-million-credit-to-reform-nepals-electricity-sector-and-boost-recovery-from-covid-19-crisis (accessed 5 June 2020); World Bank. https://www.worldbank.org/en/news/press-release/2020/06/09/new-world-bank-strategic-roads-project-to-aid-economic-recovery-post-covid-19-in-nepal (accessed 11 June 2020); World Bank. https://www.worldbank.org/en/news/press-release/2020/06/24/government-of-nepal-and-world-bank-sign-100-million-credit-agreement-to-reform-nepals-energy-sector-and-boost-recovery-from-covid-19-crisis (accessed 25 June 2020); UNDP. http://mptf.undp.org/factsheet/fund/COV00 (accessed 22 May 2020); USAID. https://www.usaid.gov/news-information/coronavirus/fact-sheets/may-29-2020-update-united-states-continues-lead-global-response-covid-19 (accessed 1 June 2020); World Bank. https://www.worldbank.org/en/news/press-release/2020/07/17/government-of-nepal-and-world-bank-sign-450-million-road-support-project-in-nepal-to-boost-post-covid-19-recovery (accessed 22 July 2020).,7/27/2020,"(i) April 7, The World Bank has approved a fast-track USD29 million COVID-19 Emergency Response and Health Systems Preparedness Project to help Nepal prevent, detect, and respond to the COVID-19 pandemic and strengthen its public health preparedness; (ii) April 14-Oct 13: IMF Catastrophe Containment And Relief Trust-Grant Assistance For Debt Service Relief, SDR2.852 million (SDR0.729/USD); (iii) May 6, The IMF Executive Board approved the disbursement of USD214 million in emergency financing to help Nepal address urgent balance of payments needs created by COVID-19 under the Rapid Credit Facility; (iv) May 21, USD1 million UN COVID-19 Response & Recovery Fund from UNDP; (v) May, USD7.3 million in total assistance from USAID, which includes USD2.5 million in Economic Support Fund to help local governments and disaster-management committees respond to the economic and social impacts of COVID-19, and will provide small grants to the private sector and civisl society organizations to enable economic recovery, mitigate food insecurity, and address the needs of vulnerable populations. It also includes USD4.8 million for health assistance that is helping the Nepalese Government to conduct community-level risk-communications, prepare laboratory systems, activate case-finding and surveillance, support technical experts for response and preparedness, and more; (vi) June 2, The World Bank approved a USD100 million Development Policy Credit (DPC) to continue support to the Nepal Government in improving the financial viability and governance of the electricity sector and recovering from the COVID-19 crisis; (vii) June 10, The World Bank approved a USD450 million project to help Nepal improve its roads and set the course for post-COVID-19 economic recovery through greater cross-border trade, more jobs, especially for women, and better road safety; (viii) June 24, The Government of Nepal and the World Bank Board signed a USD100 million Development Policy Credit (DPC) to improve the financial viability and governance of the energy sector and recover from the COVID-19 crisis; (ix) July 17, The Government of Nepal and the World Bank signed a USD450 million Financing Agreement for a road support project to boost post-COVID-19 recovery [update]."
South Asia,Nepal,9,09 - International Assistance Provided,NPR,,,,7/27/2020,
South Asia,Nepal,09A,09A - Swaps,NPR,,,,7/27/2020,
South Asia,Nepal,09B,09B - International loans/grants,NPR,,,,7/27/2020,
South Asia,Nepal,10,10 - No breakdown,NPR,,,,7/27/2020,
South Asia,Nepal,11,11 - Other Economic Measures,NPR,,,NRB. https://www.nrb.org.np/contents/uploads/2020/04/Circular10-2076-77_20200401_0001.pdf (accessed 6 July 2020).,7/27/2020,April 1: (i) The security requirement of 10% of L/C value (Document value) for the import of COVID-related medical supplies and equipment has been waived; (ii) Parents/guardians can send USD500 per student to meet their living expenses abroad even without a NO OBJECTION LETTER.
South Asia,Nepal,12,12 - Non-Economic Measures,NPR,,,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 22 July 2020).,7/27/2020,"April: (i) Closure of cinema halls, stadiums, health clubs, museums, bars and other recreational places and public transportation until July 22; (ii) Closure of land-border crossings; June: (iii) Nationwide lockdown until July 22; (iv) Ban on domestic and international flights (except chartered flights) until July 22; (v) The government began easing the lockdown on June 12, allowing shops to open; (vi) Government, private offices, and banks have reopened from June 15, with government staff working in shifts; (vii) Private vehicles are allowed to operate on an alternating odd-even license-plate-number basis, corresponding to the calendar date."
Other ADB Members,Netherlands,1,01 - Liquidity Support,EUR,,,,7/27/2020,
Other ADB Members,Netherlands,01A,01A - Short-term lending,EUR,,,,7/27/2020,
Other ADB Members,Netherlands,01B,01B - Support policies for short-term lending,EUR,,,,7/27/2020,
Other ADB Members,Netherlands,01C,01C - Forex operations,EUR,,,,7/27/2020,
Other ADB Members,Netherlands,2,02 - Credit creation,EUR,27269000000,30164823009,,7/27/2020,
Other ADB Members,Netherlands,02A,02A - Financial sector lending/funding,EUR,,,,7/27/2020,
Other ADB Members,Netherlands,02B,02B - Support policies for long-term lending,EUR,6000000,6637168,OECD. http://www.oecd.org/coronavirus/en/ (accessed 15 April 2020); Bruegel. https://www.bruegel.org/publications/datasets/covid-national-dataset/#netherlands (accessed 15 April 2020).,7/27/2020,"March, (i) EUR6 million credit created by reducting interest rates from (Qredits); (ii) No amount/estimate: De Nederlandsche Bank (DNB) reduced systemic buffers from the current 3% of global risk-weighted exposures to 2.5% for ING, 2% for Rabobank and 1.5% for ABN Amro; (iii) No amount/estimate: the planned introduction of a risk weight floor for mortgage loans has been postponed. It is expressly intended that this released capital is used to support lending, as opposed to paying dividends or buying back own shares."
